,X,Rk,Player,Nation,Pos,Squad,Rank,Age,Born,MP,Starts,Min,X90s,Goals,Shots,SoT,SoT.,G.Sh,G.SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp.,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp.,PasMedCmp,PasMedAtt,PasMedCmp.,PasLonCmp,PasLonAtt,PasLonCmp.,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri.,TklDriPast,Press,PresSucc,Press.,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl.Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc.,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec.,RecProg,CrdY,CrdR,X2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon.
187,866,866,Federico Fazio,ARG,CB,Salernitana,B,35,1987,16,16,1434,15.9,0.06,1.01,0.19,18.8,0.06,0.33,12.3,0,0,0,32.6,39.3,82.9,647.9,234.6,11.2,12.7,88.1,17,19.4,87.7,4.03,6.29,64,0,0.38,2.77,0.31,0.06,2.58,39.3,36,3.27,2.14,0,6.6,0.82,0.31,0,0,0,0,26.5,4.53,8.3,8.68,24.4,2.89,1.13,0.13,32.6,0.13,0.25,0.88,0.57,0.94,0.75,0,0.06,0.13,0,0,0.06,0,0,0,0.06,0,0,0.94,0.57,0.5,0.31,0.13,0.44,0.69,63.6,0.25,10,2.7,27,4.97,4.4,0.63,1.89,1.07,0,0.82,2.89,3.84,4.97,0,51.3,7.36,24,25.9,5.22,1.89,48.1,0.69,0.82,84.6,0.69,0.06,25.2,169.4,99.7,3.02,0.94,0.13,0.5,0.38,27.3,26,95.4,0.44,0.19,0.06,0.06,1.07,1.19,0.06,0.31,0.57,0,0.13,0,9.5,4.28,1.19,78.2
188,870,870,Felipe,BRA,CB,Atl?ico Madrid,B,33,1989,26,15,1504,16.7,0.12,0.66,0.24,36.4,0.18,0.5,8.8,0,0,0,39.5,47.5,83.1,807.5,260.2,12.8,14.1,91.1,19.5,21.8,89.6,6.17,9.82,62.8,0.06,0.3,1.8,0.06,0,1.92,47.5,45.4,2.04,1.86,0,5.69,1.56,0,0,0,0,0,32.7,5.09,9.7,5.51,35,4.01,0.18,0.48,39.5,0.36,0.9,1.14,0.72,0.54,0.48,0,0,0.06,0,0,0.06,0.06,0,0,0,0,0,1.32,0.96,0.78,0.42,0.12,0.48,0.96,50,0.48,8.5,3.05,35.9,4.43,3.83,0.24,1.5,0.78,0,0.72,1.92,3.23,4.55,0.06,57.8,8.14,31.1,27.5,2.04,1.08,55.8,0.24,0.24,100,0.24,0,32.4,188.3,85.2,2.04,0.12,0,0.06,0.24,34.1,32.7,96,0.18,0.3,0.06,0,1.62,0.84,0.12,0,0.96,0,0,0,12.3,3.71,1.8,67.4
189,871,871,Luiz Felipe,ITA,CB,Lazio,B,25,1997,31,28,2491,27.7,0,0.18,0.04,20,0,0,12,0,0,0,60.4,65.6,92,1188.5,399.7,20.3,21.8,93.2,30.6,32.3,94.6,8.16,9.78,83.4,0,0.07,3.25,0.11,0,2.67,65.6,63.1,2.56,2.02,0,4.84,1.34,0.07,0,0,0,0,55.9,4.69,5.02,6.64,55.4,1.88,0.4,0.14,60.4,0.11,0.32,1.08,0.43,0.47,0.4,0,0,0,0.04,0.04,0.04,0,0,0,0,0.04,0,1.81,0.9,1.01,0.72,0.07,0.61,1.19,51.5,0.58,6.5,2.45,37.8,3.29,2.85,0.36,2.02,1.3,0.07,0.72,1.52,3.32,3.94,0,75.2,11.9,41.2,37.2,1.66,0.29,72.7,0.11,0.14,75,0.11,0,48.3,251.7,127.9,2.24,0.32,0,0.11,0.25,55.6,54.9,98.9,0.07,0.32,0.04,0,1.12,0.76,0,0.07,0.9,0.04,0,0,7.4,2.02,1.59,56
191,885,885,Alex Ferrari,ITA,CB,Sampdoria,B,27,1994,23,20,1643,18.3,0.05,0.22,0.05,25,0.25,1,17.3,0,0,0,37.6,44.4,84.6,824.6,232.5,8.36,9.84,85,21.7,23.6,92.1,6.89,9.73,70.8,0,0.11,1.86,0.22,0,2.02,44.4,40.4,3.99,2.57,0,5.52,0.55,0.22,0,0,0,0,33.1,4.37,6.99,9.07,31.6,1.53,1.2,0.11,37.6,0.11,0.87,1.09,0.87,0.38,0.33,0.05,0,0,0,0,0,0,0,0,0,0,0,2.4,1.31,1.69,0.6,0.11,1.15,2.08,55.3,0.93,13.1,4.81,36.8,7.16,5.3,0.6,2.3,1.2,0,1.09,2.95,5.36,3.72,0.16,55.4,8.63,32.2,24,2.13,0.22,51.7,0.22,0.66,33.3,0.22,0,32.9,171,76,1.42,0.22,0,0.16,0.27,32.6,32,98.3,0.22,0.22,0,0,1.58,1.37,0,0.22,1.31,0,0.05,0,7.43,1.31,1.37,49
193,908,908,Jose Fonte,POR,CB,Lille,B,38,1983,38,38,3420,38,0,0.61,0.16,26.1,0,0,9.8,0,0,0,47.8,55,86.8,1093.4,314.9,11.9,13.8,86.8,24.5,26.4,92.9,10.8,13.9,78.2,0.05,0.21,2.87,0.18,0.05,2.66,55,53.2,1.82,1.55,0.03,5.87,2.55,0.18,0,0,0,0,40.8,5.03,9.21,5.76,43.8,3.21,0.21,0.32,47.8,0.11,1.32,0.89,0.66,0.63,0.58,0,0,0.05,0,0,0.11,0.08,0,0,0.03,0,0,0.74,0.39,0.55,0.13,0.05,0.24,0.66,36,0.42,5.66,1.84,32.6,3.11,1.97,0.58,1.39,0.97,0.03,0.42,1.87,2.61,4.26,0.03,64.1,9.13,34.9,29.8,3.32,1.29,62.4,0.08,0.11,75,0.08,0,38.6,199.7,114.8,2.47,0.29,0.03,0.21,0.13,43.1,42.3,98.2,0.26,0.11,0,0,0.66,0.29,0,0.18,0.39,0,0.03,0,10.5,2.95,0.87,77.2
197,935,935,Marvin Friedrich,GER,CB,Union Berlin,B,26,1995,13,13,1169,13,0,1.15,0.31,26.7,0,0,12.8,0,0,0,36.2,47.9,75.6,825.8,326.4,9.38,11.5,81.3,19.2,22,87.1,7.15,12.8,55.7,0,0.31,3.08,0.15,0.08,2.62,47.9,46.5,1.38,1.15,0.08,5.69,1.31,0.31,0,0,0,0,29.8,5.54,12.6,6.62,35.9,3.69,0.23,0,36.2,0.08,1.69,1,1.15,0.69,0.54,0,0,0.15,0,0,0,0,0,0,0,0,0,1.54,0.92,1.38,0.15,0,1,1.23,81.3,0.23,12.6,4.23,33.5,7.69,4.23,0.69,1.85,0.54,0,1.31,2.38,3.92,4.23,0,59.8,8.31,33.6,25.5,3.77,1.62,58.4,0.31,0.46,66.7,0.31,0,35,174.1,97.2,1.69,0.38,0.08,1,0.31,37.6,35.8,95.3,0.38,0.31,0.08,0.08,0.85,0.15,0,0.31,0.92,0,0,0.08,9.92,3.46,2.54,57.7
199,951,951,Riccardo Gagliolo,SWE,CB,Salernitana,B,32,1990,17,12,1138,12.6,0,0.63,0.08,12.5,0,0,16.9,0,0,0,30.5,39,78.2,660.7,276.7,9.05,10.4,87,14.4,17.4,83.1,6.43,9.92,64.8,0.08,0.08,3.02,0.16,0,3.02,39,35.5,3.49,1.67,0,3.57,1.03,0.24,0,0,0,0,24,5.08,9.84,23.7,10,2.7,1.75,0.16,30.5,0.16,0.63,0.87,0.71,0.32,0,0.08,0,0.16,0,0.08,0.08,0,0,0,0.08,0,0,2.22,1.03,1.35,0.63,0.24,0.87,1.9,45.8,1.03,10.9,3.49,32.1,7.06,3.1,0.71,1.59,0.71,0,0.87,3.17,5.4,4.6,0,51,7.78,25.7,22.4,5.79,0.95,47.9,0.32,0.56,57.1,0.32,0,24.7,136.3,71.7,2.3,0.71,0,0,0.32,25.9,25.1,96.9,0.56,0.16,0,0,0.79,1.11,0,0.24,1.03,0,0,0,9.29,1.19,1.03,53.6
202,966,966,David Garcia,ESP,CB,Osasuna,A,28,1994,35,35,3105,34.5,0.12,0.9,0.12,12.9,0.13,1,11.5,0,0,0,34.1,41.2,82.8,790.2,277.8,8.06,9.42,85.5,18.4,20.8,88.4,7.45,10.6,70.2,0,0.23,2.93,0.06,0,2.9,41.2,40.1,1.1,1.07,0.03,6.09,1.62,0.06,0,0,0,0,26.8,3.91,10.6,10.9,23.9,3.83,0,0.14,34.1,0.14,0.7,0.96,0.14,0.55,0.43,0.06,0,0.06,0,0,0,0,0,0,0,0,0,1.01,0.67,0.58,0.38,0.06,0.26,0.64,40.9,0.38,7.83,2.75,35.2,4,3.51,0.32,1.33,0.72,0.03,0.61,2.12,3.13,5.91,0.03,52,7.13,24.3,28,2.43,1.54,50.9,0.09,0.09,100,0.09,0,25.9,141.8,76.7,2.26,0.12,0,0.23,0.09,28.6,28,97.9,0.17,0.23,0,0,1.8,0.67,0,0.06,0.67,0,0.03,0,11,4.61,1.42,76.4
203,967,967,Eric Garcia,ESP,CB,Barcelona,B,21,2001,26,23,2039,22.7,0,0.26,0.18,66.7,0,0,23.7,0,0,0,68.3,73.4,93,1472,458.1,19.6,20.7,94.9,36.6,38.4,95.3,12,13.7,87.2,0,0.22,6.96,0.09,0,5.37,73.4,71.1,2.29,1.5,0.04,5.15,2.2,0,0,0,0,0,63.7,3.88,5.81,9.56,59.9,2.2,0.66,0.18,68.3,0.09,0.7,0.93,0.57,1.01,0.97,0,0,0.04,0,0,0.04,0.04,0,0,0,0,0,1.28,0.7,0.57,0.66,0.04,0.44,1.19,37,0.75,9.52,3.7,38.9,4.19,4.71,0.62,1.59,0.62,0,0.97,2.25,3.52,2.03,0.04,81,7.53,34.4,50,2.86,0.48,78.7,0.09,0.09,100,0.09,0,58.8,375.5,232.2,5.9,0.7,0.13,0.18,0.13,64.1,63.3,98.8,0.18,0.22,0.04,0,1.59,0.35,0.09,0,0.7,0,0.04,0,7,1.41,1.1,56.1
205,974,974,Unai Garcia,ESP,CB,Osasuna,B,30,1992,18,15,1408,15.6,0,0.51,0,0,0,0,16.8,0,0,0,26.6,35.5,74.9,710.3,218.2,4.68,5.9,79.3,14,16.4,85.2,7.88,13.1,60.3,0,0.19,2.76,0.13,0,2.05,35.5,31.5,3.97,2.88,0,4.42,3.46,0.19,0,0,0,0,20,3.27,12.2,1.86,28.8,2.37,1.09,0.06,26.6,0.06,1.47,0.71,0.26,0.32,0.26,0.06,0,0,0,0,0,0,0,0,0,0,0,1.86,0.9,1.28,0.45,0.13,1.15,1.54,75,0.38,7.76,2.12,27.3,4.55,2.82,0.38,1.86,0.71,0,1.15,2.24,4.1,5.32,0,47.5,6.86,22.6,24,2.76,0.77,43.7,0.13,0.26,50,0.19,0,21.8,125.7,69.7,2.76,0.38,0.06,0.38,0.06,23.9,23.3,97.3,0.06,0.32,0,0,0.9,0.45,0,0.19,0.9,0,0.06,0,7.69,2.5,2.37,51.3
207,1000,1000,Ben Gibson,ENG,CB,Norwich City,B,29,1993,28,28,2494,27.7,0,0.29,0.14,50,0,0,10,0,0,0,38.4,47,81.7,898.7,340.8,9.28,10.1,91.8,20.5,22.6,90.9,8.41,13.6,61.8,0,0.07,3,0.32,0,2.82,47,45,2.02,1.52,0.04,5.31,1.26,0,0,0,0,0,32.6,2.89,11.6,39.6,2.96,2.92,0.47,0.11,38.4,0.22,0.94,0.65,0.4,0.4,0.36,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0.76,0.61,0.58,0.18,0,0.18,0.4,45.5,0.22,5.49,1.84,33.6,3.5,1.77,0.22,2.06,1.23,0,0.83,1.73,2.49,5.74,0.04,57.7,13.4,36.9,21.7,2.06,0.83,55.7,0.07,0.18,40,0.07,0,32.7,169,100,2.24,0.51,0,0.14,0.14,37.7,37,98.3,0.07,0.18,0.04,0.04,0.51,0.36,0,0,0.61,0,0.07,0,7.22,2.42,1.19,67
210,1007,1007,Matthias Ginter,GER,CB,M'Gladbach,B,28,1994,28,27,2355,26.2,0.04,1.18,0.53,45.2,0.03,0.07,13.4,0.04,0,0,56.3,66.9,84.2,1144.2,407.1,18.7,20.4,91.9,29.8,33.1,90,7.37,12.3,60.1,0,0.57,3.44,0.73,0.19,5.61,66.9,64.2,2.67,2.02,0,6.95,1.98,0.5,0,0,0,0,48.9,5.11,12.9,8.93,52.2,2.86,0.65,0.38,56.3,0.42,0.8,1.6,0.95,1.64,1.26,0.08,0,0.19,0.08,0.04,0.11,0.08,0,0,0.04,0,0,1.72,1.22,1.07,0.57,0.08,1.03,1.6,64.3,0.57,8.82,3.36,38.1,4.66,3.17,0.99,1.34,0.42,0.04,0.92,1.76,3.47,3.85,0.04,77.4,6.79,37.4,39.5,7.6,1.49,74.9,0.27,0.5,53.8,0.27,0.08,50.5,283.2,178.6,5.5,1.45,0.04,0.38,0.31,56.7,55.5,97.9,0.8,0.08,0,0,0.38,1.11,0.08,0.5,1.22,0,0,0,9.24,3.44,1.87,64.7
211,1010,1010,Jimmy Giraudon,FRA,CB,Troyes,B,30,1992,19,18,1619,18,0,0,0,0,0,0,0,0,0,0,41.4,47.7,86.8,871.7,375,13,13.8,94,20,21.5,93,8.06,11.5,70,0,0.17,1.28,0.11,0.06,1.56,47.7,44.1,3.61,3.28,0,4.56,0.72,0.11,0,0,0,0,36.8,3.83,7.06,3.06,41.7,2.17,0.22,0.11,41.4,0,0.67,1.11,0.39,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.39,0.44,0.11,0,0.17,1.17,14.3,1,7.56,3,39.7,4.56,2.94,0.06,2.22,0.89,0.06,1.33,3.44,4,3.28,0,56.1,12.9,37.8,19.9,0.94,0.06,52.6,0.17,0.17,100,0.17,0,33.6,161.4,72.6,0.78,0.11,0.06,0.06,0.17,34.7,34.5,99.4,0.06,0.28,0.06,0.06,0.83,0.33,0,0.11,0.39,0,0.06,0.06,7.44,0.89,0.61,59.3
212,1014,1014,Ben Godfrey,ENG,CB,Everton,A,24,1998,23,23,2029,22.5,0,0.8,0.27,33.3,0,0,16.7,0,0,0,26.9,35,76.8,513.6,174.4,9.6,11.4,84,13.6,16.9,80.8,3.11,5.42,57.4,0,0.58,1.91,0.58,0.31,1.73,35,30.2,4.8,0.71,0,3.87,0.4,0.62,0,0,0,0,21.7,5.24,8.09,2.36,24.7,2.53,4.09,0.18,26.9,0.04,1.24,0.89,0.93,1.38,1.07,0.09,0.04,0.09,0,0.09,0.09,0.04,0,0,0.04,0,0,2.36,1.16,1.29,0.84,0.22,0.71,1.33,53.3,0.62,11.8,3.96,33.5,5.96,4.84,1.02,2.13,0.89,0,1.24,2.13,4.49,4.36,0.13,47.2,6.49,22,20.5,7.33,1.29,42.5,0.27,0.44,60,0.31,0,22.6,130.3,65.6,1.91,1.02,0.04,0.4,0.4,24.9,22.8,91.8,0.71,0.27,0,0,0.76,0.62,0,0.62,1.16,0,0,0,7.16,2.27,1.6,58.6
213,1027,1027,Sergi Gomez,ESP,CB,Espanyol,B,30,1992,31,31,2720,30.2,0.03,0.23,0.1,42.9,0.14,0.33,11.9,0,0,0,38,43.9,86.5,826.1,256.5,8.91,9.67,92.1,22,22.9,96,6.52,10.2,63.8,0.07,0.1,1.29,0,0,1.16,43.9,42.2,1.72,1.46,0,4.01,0.96,0.03,0,0,0,0,34.4,2.55,6.99,2.78,38.6,1.92,0.07,0.03,38,0.07,0.7,0.53,0.56,0.36,0.36,0,0,0,0,0,0.07,0.07,0,0,0,0,0,1.06,0.5,0.89,0.13,0.03,0.5,0.86,57.7,0.36,6.42,2.35,36.6,4.21,2.02,0.2,1.66,0.83,0,0.83,1.59,2.65,5.33,0.1,53.9,10.4,34.1,21,0.89,0.46,52.3,0.03,0.03,100,0.03,0,32.2,136.7,57.3,0.6,0.07,0,0.1,0.1,36.4,36,99,0.03,0.03,0.03,0,0.5,0.13,0,0.03,0.5,0,0,0,5.6,1.56,1.72,47.5
214,1033,1033,Diego Gonzalez,ESP,CB,Elche,B,27,1995,28,19,1793,19.9,0,0.2,0.05,25,0,0,12.2,0,0,0,29.7,35.4,83.9,673.5,189.7,6.88,7.74,89,17.2,18.2,94.8,5.43,8.89,61,0,0.05,1.11,0,0,1.26,35.4,33.6,1.81,1.76,0,3.92,0.55,0,0,0,0,0,25.7,2.46,7.24,15.5,16.9,1.96,0.05,0.15,29.7,0.15,0.55,0.35,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0.75,1.11,0.45,0.15,0.6,0.95,63.2,0.35,9.45,2.61,27.7,5.13,3.72,0.6,1.51,0.7,0.05,0.8,1.81,3.52,4.97,0,45.2,8.79,29.3,17.1,0.95,0.4,43.4,0.15,0.2,75,0.15,0,24.5,132.7,51.9,0.65,0,0,0.15,0.2,25.7,25.6,99.4,0.1,0.15,0.05,0,1.46,0.15,0,0,0.75,0,0.05,0,6.83,1.71,1.71,50
215,1034,1034,Edgar Gonzalez,ESP,CB,Betis,B,25,1997,21,14,1464,16.3,0.06,0.31,0.12,40,0.2,0.5,6.4,0,0,0,48.9,54.2,90.3,1008.9,327,16.9,17.5,96.8,23.7,25.3,93.7,7.91,10.4,76.3,0.06,0.12,1.6,0,0,1.29,54.2,53.4,0.8,0.61,0.12,3.31,1.17,0,0,0,0,0,44.4,3.5,6.26,12,38.1,2.88,0.18,0.12,48.9,0.18,0.61,0.37,0.55,0.55,0.43,0,0,0.06,0,0.06,0.06,0,0,0,0.06,0,0,1.41,0.98,0.92,0.25,0.25,0.8,1.66,48.1,0.86,8.71,3.19,36.6,4.42,3.68,0.61,1.84,0.74,0.06,1.1,2.45,3.87,5.89,0,65.6,10.5,35.5,31.8,1.23,0.37,64.8,0.37,0.37,100,0.37,0,41.9,184.5,105.7,1.84,0.12,0,0.12,0.12,45.3,44.4,98,0.06,0.37,0,0,1.41,0.61,0,0,0.98,0,0,0,7.85,2.33,2.09,52.8
217,1050,1050,Jeffrey Gouweleeuw,NED,CB,Augsburg,B,30,1991,29,29,2576,28.6,0.07,0.38,0.14,36.4,0.09,0.25,21.2,0.03,0.03,0.03,30.3,41.3,73.4,744,299.5,7.24,8.74,82.8,14.8,17.4,84.9,8.11,14.4,56.3,0,0.28,2.97,0.59,0.07,2.66,41.3,39.1,2.2,2.1,0.07,5.35,1.75,0.28,0,0,0,0,23.5,4.13,13.7,3.22,34.1,2.41,0.1,0.14,30.3,0.45,1.15,1.43,0.56,0.84,0.7,0.07,0,0.03,0,0.03,0.03,0.03,0,0,0,0,0,2.03,1.4,1.29,0.7,0.03,0.56,1.12,50,0.56,10.3,3.88,37.5,6.57,3.36,0.42,1.82,0.66,0,1.15,2.66,4.69,5.1,0,53.5,8.46,31.9,22.9,2.8,1.01,51.3,0.42,0.66,63.2,0.49,0.07,28.5,199.7,100.9,1.75,0.49,0,0.24,0.38,28.4,27.4,96.7,0.35,0.31,0,0,1.26,0.24,0,0.28,1.4,0,0.07,0,10.7,2.06,1.68,55.1
218,1051,1051,Jonathan Gradit,FRA,CB,Lens,B,29,1992,35,35,3067,34.1,0,0.15,0,0,0,0,29.1,0,0,0,54.7,60.9,89.8,1084.2,374.8,18.7,20.1,93.3,28.8,30.9,93.3,6.72,9,74.6,0,0.38,5.66,0.35,0.06,5.43,60.9,59.1,1.85,1.29,0.09,5.4,1.64,0.23,0,0,0,0,50.1,4.28,6.57,0.94,56.2,1.94,0.53,0.23,54.7,0.06,0.85,1.29,0.56,1,0.94,0,0,0.03,0,0.03,0.15,0.15,0,0,0,0,0,1.85,0.94,0.76,0.85,0.23,0.65,1.35,47.8,0.7,8.56,3.08,36,4.08,4.02,0.47,1.61,0.88,0,0.73,2.58,4.43,3.37,0,70.7,5.92,26.3,45.8,4.22,0.09,69.1,0.38,0.56,68.4,0.38,0,48.5,281.3,184.2,6.42,1.55,0,0.53,0.26,50.5,49.5,98,0.18,0.21,0,0,1.17,1.2,0,0.23,0.94,0,0,0,8.68,1.96,1.32,59.8
219,1055,1055,Andrew Gravillon,FRA,CB,Reims,B,24,1998,26,24,2135,23.7,0,0.68,0.17,25,0,0,20,0.08,0,0,30.5,39.8,76.6,666.5,275.1,9.41,11,85.4,15.1,18.5,82,5.61,9.37,59.9,0,0.42,2.57,0.38,0.08,2.83,39.8,34.7,5.11,1.94,0,4.18,1.94,0.46,0,0,0,0,24.7,5.32,9.83,2.53,31.6,1.81,3.04,0.08,30.5,0.08,1.27,1.35,0.8,0.76,0.63,0.04,0,0.04,0,0.04,0.08,0.08,0,0,0,0,0,1.22,0.89,0.76,0.46,0,0.55,0.97,56.5,0.42,7.76,2.49,32.1,3.97,3.33,0.46,1.48,0.68,0,0.8,2.19,3.42,3.84,0.04,50.6,6.46,25.8,22.1,5.49,0.59,45.6,0.21,0.51,41.7,0.21,0,28.5,136.1,83.9,2.41,0.55,0,0.59,0.38,30.5,29.4,96.1,0.3,0.38,0.08,0.08,1.56,0.89,0,0.46,0.89,0,0.04,0,6.16,1.31,0.84,60.8
220,1084,1084,Marc Guehi,ENG,CB,Crystal Palace,A,21,2000,36,36,3222,35.8,0.06,0.5,0.14,27.8,0.11,0.4,10.3,0,0,0,55.5,63.5,87.5,1207.8,395.8,14.6,15.7,93,32.3,34.6,93.3,8.3,12.5,66.3,0.03,0.14,3.38,0.06,0,2.77,63.5,61.7,1.79,1.65,0,4.97,2.32,0.06,0,0,0,0,49.1,3.99,10.4,17.9,41.5,2.71,0.14,0.06,55.5,0.14,0.59,1.12,0.22,0.59,0.5,0,0,0.06,0,0.03,0.06,0.03,0,0,0.03,0,0,0.92,0.61,0.64,0.25,0.03,0.31,0.47,64.7,0.17,6.23,2.54,40.8,3.97,1.96,0.31,1.28,0.81,0,0.47,1.62,2.54,3.99,0,72.1,11.8,43.2,31.2,2.37,0.84,70.5,0.34,0.42,80,0.34,0,49.7,257.7,141.1,2.77,0.59,0.03,0.22,0.14,52.2,51.9,99.5,0.06,0.11,0,0,0.53,1.03,0,0.06,0.61,0,0.03,0,9.5,2.37,1.62,59.4
223,1101,1101,Manuel Gulde,GER,CB,Freiburg,B,31,1991,20,14,1225,13.6,0,0.07,0,0,0,0,14.9,0,0,0,35.3,42.4,83.3,791.3,239.6,9.04,10.6,85.4,18.3,20.3,90.2,7.57,10.5,72,0,0.15,1.84,0.07,0.07,2.06,42.4,40.1,2.28,2.21,0.07,8.16,1.1,0.07,0,0,0,0,29.6,4.49,8.24,8.31,29.2,2.72,0.07,0.22,35.3,0.22,0.59,0.59,0.88,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0.96,1.4,0.44,0,0.51,0.88,58.3,0.37,11.2,3.82,34.2,6.25,4.34,0.59,1.76,0.59,0,1.18,1.76,3.6,2.94,0.07,51,5.51,28.8,22.9,1.69,0.29,48.8,0.15,0.22,66.7,0.15,0,27.1,123.2,58.2,1.18,0.07,0,0.29,0.07,31,30.2,97.6,0.15,0.15,0,0,1.32,0.88,0,0.07,0.96,0,0,0,8.46,2.5,1.32,65.4
226,1107,1107,Koray Gunter,GER,CB,Hellas Verona,B,27,1994,30,29,2411,26.8,0,0.22,0.07,33.3,0,0,12.5,0,0,0,38.3,45.8,83.6,894.4,309.4,9.55,11.3,84.8,19.3,21.5,89.9,9.03,12.2,73.8,0,0.19,2.24,0.07,0,3.28,45.8,43.4,2.46,1.57,0,7.99,1.38,0.07,0,0,0,0,29.2,6.27,10.3,5.41,32.4,4.81,0.04,0.37,38.3,0.19,0.82,0.97,0.45,0.49,0.41,0.04,0,0,0,0.04,0,0,0,0,0,0,0,1.31,0.78,0.71,0.52,0.07,0.49,1.01,48.1,0.52,8.73,2.87,32.9,4.89,3.51,0.34,1.83,0.82,0.07,1.01,2.5,3.81,6.08,0.04,57.4,10.2,31.7,27.9,1.46,0.6,55,0.04,0.07,50,0.07,0,26.7,182.5,92.1,1.83,0.19,0.04,0.15,0.22,27.8,27,97.1,0.11,0.37,0,0,1.64,0.6,0.04,0.07,0.78,0,0.07,0.04,13.7,4.37,2.69,61.9
228,1115,1115,Josko Gvardiol,CRO,CB,RB Leipzig,A,20,2002,29,28,2409,26.8,0.07,0.86,0.26,30.4,0.09,0.29,15.2,0,0,0,65.6,78.4,83.7,1259.5,527.8,25.3,27.8,91,31.6,35.3,89.7,7.99,12.8,62.6,0.07,0.41,6.16,0.75,0.04,5.26,78.4,74.2,4.18,1.94,0.3,10.2,1.01,0.3,0,0,0,0,59.4,7.16,11.8,49.1,22.6,2.57,2.05,0.3,65.6,0.3,1.27,2.13,2.13,0.97,0.82,0.07,0,0.07,0,0,0.19,0.19,0,0,0,0,0,2.01,1.23,1.01,0.93,0.07,0.67,1.27,52.9,0.6,12.5,4.63,37.1,5.15,6.34,0.97,2.05,0.41,0,1.64,3.32,5.34,2.99,0.04,90.1,8.43,39.2,49.2,8.28,1.27,86.4,1.04,1.53,68.3,1.08,0,62.9,309.1,166.2,5.45,1.64,0.19,0.52,0.82,64.3,63.1,98.3,0.49,0.26,0,0,1.75,1.57,0.04,0.3,1.23,0,0,0.04,10.9,2.65,1.6,62.3
229,1117,1117,Norbert Gyomber,SVK,CB,Salernitana,B,29,1992,31,30,2563,28.5,0,0.32,0.07,22.2,0,0,12.7,0,0,0,29,37.2,77.9,628.5,242.5,9.47,10.9,86.8,13.6,16.3,83.4,5.68,9.44,60.2,0,0.25,2,0.32,0.14,2.39,37.2,33.3,3.89,1.4,0,3.93,0.74,0.53,0,0,0,0,21.9,5.23,10.1,3.75,27.1,2.53,2.39,0.28,29,0.07,1.16,0.77,0.49,0.53,0.42,0,0,0.07,0,0.04,0,0,0,0,0,0,0,2.07,1.33,1.61,0.39,0.07,0.98,1.75,56,0.77,12.4,3.79,30.6,7.26,4.39,0.74,2,0.98,0.04,1.02,1.89,3.96,4.42,0.07,47.8,8.21,26.5,20,3.51,0.63,44,0.07,0.11,66.7,0.07,0,22.1,134.4,51,1.09,0.18,0,0.18,0.11,24.5,23.9,97.8,0.11,0.32,0,0,1.75,0.6,0,0.53,1.33,0,0.04,0,8.46,2.11,1.02,67.4
230,1121,1121,Alexander Hack,GER,CB,Mainz 05,B,28,1993,28,24,2074,23,0.13,1,0.22,21.7,0.13,0.6,16.4,0.04,0,0,38.7,48.8,79.3,827.1,332,11.9,14.3,83.2,18.1,21.3,85.1,7.87,11.3,69.6,0.04,0.26,2.61,0.26,0,3.48,48.8,45.8,3,2.65,0,7.78,1.22,0.13,0,0,0,0,31.2,6.3,11.3,36.8,5.83,3.3,0.35,0.13,38.7,0.13,0.7,1.74,1.22,0.74,0.61,0,0,0.09,0,0.04,0.17,0.13,0,0,0.04,0,0,2.57,1.78,1.78,0.65,0.13,1.09,1.96,55.6,0.87,10.4,4.26,40.8,5.87,4.09,0.48,1.65,0.7,0,0.96,2.39,4.96,5.04,0.09,61.4,7.87,34.5,26.1,3.13,1.43,58.7,0.39,0.52,75,0.43,0,31.7,137.8,71,1.26,0.09,0.04,0.3,0.17,33,31.9,96.4,0.26,0.26,0.04,0,1.52,1.61,0.09,0.13,1.78,0,0,0,13.8,3.96,2.13,65
